id	possess
BS52-038	10
BS52-039	8
BS52-040	11
BS52-041	3
BS52-042	7
BS52-043	9
BS52-044	3
BS52-045	3
BS52-046	3
BS52-047	8
BS52-048	3
BS52-049	8
BS52-050	2
BS52-051	10
BS52-052	4
BS52-053	3
BS52-054	1
BS52-055	7
BS52-056	7
BS52-057	1
BS52-058	3
BS52-059	7
BS52-060	2
BS52-061	1
BS52-062	3
BS52-064	3
BS52-065	3
BS52-066	12
BS52-067	12
BS52-068	9
BS52-069	19
BS52-070	9
BS52-071	7
BS52-072	7
BS52-073	8
BS52-074	7
BS52-075	8
BS52-076	7
BS52-RV001	8
BS52-RV002	6
BS52-RV003	8
BS52-RV004	8
BS52-RV005	3
BS52-RV006	8
BS52-RV007	11
BS52-RV008	35
BS52-TX01	6
BS52-TX02	6
BS52-TX03	6
BS52-X02	1
BS52-X03	2
BS52-X04	1
BS52-X05	3
BS52-X06	3
BS52-X07	3
BS52-X08	6
BS52-X09	5
BS52-TCP01	1
BS52-TCP02	2
BS52-TCP03	3
BS52-CP01	3
BS52-CP02	3
BS52-CP03	3
BS52-CP04	3
BS52-CP05	4
BS52-CP06	3
BS52-CP07	3
BS52-CP08	3
BS52-CP09	3
BS52-CP10	3
BS52-CP11	3
BS52-CP12	2
BS52-CP13	1
BS52-CP14	3
BS53-001	8
BS53-002	10
BS53-003	8
BS53-004	2
BS53-005	1
BS53-006	7
BS53-007	3
BS53-008	1
BS53-009	2
BS53-010	2
BS53-011	19
BS53-012	9
BS53-013	21
BS53-014	10
BS53-016	1
BS53-017	2
BS53-018	1
BS53-019	7
BS53-020	7
BS53-021	1
BS53-022	3
BS53-023	7
BS53-024	7
BS53-025	10
BS53-026	7
BS53-027	1
BS53-028	1
BS53-030	6
BS53-031	1
BS53-033	2
BS53-034	8
BS53-035	10
BS53-036	7
BS53-037	8
BS53-039	3
BS53-040	1
BS53-041	8
BS53-042	7
BS53-043	7
BS53-044	2
BS53-045	8
BS53-046	9
BS53-047	10
BS53-048	3
BS53-049	2
BS53-050	3
BS53-051	8
BS53-052	3
BS53-053	3
BS53-054	1
BS53-055	3
BS53-056	11
BS53-057	7
BS53-058	3
BS53-059	7
BS53-060	6
BS53-061	3
BS53-062	8
BS53-063	3
BS53-064	3
BS53-065	12
BS53-066	3
BS53-067	9
BS53-068	9
BS53-069	9
BS53-070	10
BS53-071	9
BS53-072	3
BS53-073	8
BS53-074	7
BS53-075	9
BS53-076	10
BS53-077	8
BS53-078	6
BS53-RV001	8
BS53-RV002	8
BS53-RV003	1
BS53-RV004	1
BS53-RV005	8
BS53-RV006	3
BS53-TX01	6
BS53-TX02	6
BS53-TX03	6
BS53-TX04	12
BS53-X01	2
BS53-X03	1
BS53-X05	3
BS53-X06	1
BS53-X07	3
BS53-X08	3
BS53-X09	3
BS53-XX01	3
BS53-XX02	3
BS53-XX03	3
BS53-TCP01	3
BS53-TCP02	1
BS53-TCP03	2
BS53-CP01	3
BS53-CP02	4
BS53-CP03	2
BS53-CP05	3
BS53-CP06	2
BS53-CP07	1
BS53-CP09	1
BS53-CP10	1
BS53-CP11	1
BS53-CP12	1
BS54-001	10
BS54-002	1
BS54-003	13
BS54-004	9
BS54-005	15
BS54-007	1
BS54-009	11
BS54-010	1
BS54-011	10
BS54-012	3
BS54-013	10
BS54-014	3
BS54-015	8
BS54-016	6
BS54-017	1
BS54-018	4
BS54-019	11
BS54-020	10
BS54-021	9
BS54-022	8
BS54-023	7
BS54-025	9
BS54-026	7
BS54-027	1
BS54-028	7
BS54-030	1
BS54-031	11
BS54-032	1
BS54-033	7
BS54-034	10
BS54-036	12
BS54-039	1
BS54-040	9
BS54-042	11
BS54-043	9
BS54-044	10
BS54-045	10
BS54-046	3
BS54-048	3
BS54-049	12
BS54-050	3
BS54-051	7
BS54-052	10
BS54-053	12
BS54-054	3
BS54-056	12
BS54-058	6
BS54-059	1
BS54-060	3
BS54-062	5
BS54-063	1
BS54-064	1
BS54-065	3
BS54-066	3
BS54-067	12
BS54-068	4
BS54-069	9
BS54-070	4
BS54-071	10
BS54-072	3
BS54-073	11
BS54-074	3
BS54-075	6
BS54-076	7
BS54-077	9
BS54-078	11
BS54-RV001	8
BS54-RV002	10
BS54-RV003	11
BS54-RV004	8
BS54-RV005	7
BS54-RV006	12
BS54-X02	3
BS54-X03	3
BS54-X05	1
BS54-X06	3
BS54-X07	3
BS54-X08	5
BS54-X09	6
BS54-TX01	3
BS54-TX02	3
BS54-TX04	4
BS54-TCP01	1
BS54-TCP02	1
BS54-TCP03	3
BS55-001	16
BS55-002	1
BS55-003	13
BS55-005	3
BS55-006	1
BS55-007	3
BS55-008	3
BS55-009	1
BS55-010	9
BS55-011	19
BS55-012	1
BS55-013	11
BS55-014	11
BS55-015	13
BS55-016	12
BS55-017	12
BS55-019	1
BS55-021	3
BS55-023	12
BS55-024	3
BS55-025	12
BS55-026	16
BS55-028	11
BS55-029	10
BS55-030	13
BS55-031	12
BS55-032	11
BS55-033	1
BS55-034	1
BS55-036	12
BS55-039	12
BS55-040	1
BS55-041	14
BS55-042	11
BS55-043	20
BS55-044	1
BS55-045	1
BS55-046	1
BS55-047	1
BS55-048	3
BS55-049	15
BS55-050	13
BS55-051	1
BS55-052	11
BS55-053	2
BS55-054	12
BS55-055	3
BS55-056	3
BS55-057	3
BS55-058	3
BS55-059	12
BS55-060	9
BS55-061	14
BS55-062	3
BS55-063	3
BS55-064	3
BS55-065	3
BS55-066	3
BS55-067	12
BS55-068	13
BS55-069	13
BS55-070	14
BS55-071	12
BS55-072	12
BS55-073	17
BS55-074	14
BS55-075	21
BS55-076	3
BS55-077	13
BS55-078	3
BS55-RV001	11
BS55-RV002	14
BS55-RV003	13
BS55-RV004	12
BS55-RV005	16
BS55-RV006	12
BS55-X02	3
BS55-X03	3
BS55-X04	1
BS55-X05	1
BS55-X06	1
BS55-X07	3
BS55-X08	3
BS55-TX01	2
BS55-TX03	3
BS55-TX04	3
BS55-XX01	1
BS55-XX02	3
BS55-XX03	3
BS55-TCP01	3
BS55-TCP02	1
BS55-TCP03	3
BS55-TCP04	3
BS55-TCP05	3
BS55-TCP06	1
BS55-TCP07	3
BS55-TCP08	3
BS55-TCP09	1
BS55-TCP10	3
BS56-001	4
BS56-002	5
BS56-003	1
BS56-004	5
BS56-005	5
BS56-006	4
BS56-009	1
BS56-010	5
BS56-011	1
BS56-012	6
BS56-013	6
BS56-014	3
BS56-015	5
BS56-016	5
BS56-017	1
BS56-018	1
BS56-019	6
BS56-020	1
BS56-021	1
BS56-022	7
BS56-023	6
BS56-024	6
BS56-025	5
BS56-026	4
BS56-027	5
BS56-028	3
BS56-029	3
BS56-030	1
BS56-031	1
BS56-032	3
BS56-033	5
BS56-034	5
BS56-035	6
BS56-036	1
BS56-037	5
BS56-038	1
BS56-039	2
BS56-040	1
BS56-041	2
BS56-042	1
BS56-043	5
BS56-044	6
BS56-046	4
BS56-047	3
BS56-048	1
BS56-049	3
BS56-050	3
BS56-051	3
BS56-052	6
BS56-053	6
BS56-054	6
BS56-055	5
BS56-056	3
BS56-057	5
BS56-058	6
BS56-060	3
BS56-061	1
BS56-062	4
BS56-063	2
BS56-064	2
BS56-065	5
BS56-066	5
BS56-067	3
BS56-068	5
BS56-069	6
BS56-070	3
BS56-071	5
BS56-072	1
BS56-073	14
BS56-074	3
BS56-075	4
BS56-076	6
BS56-077	6
BS56-078	5
BS56-RV001	8
BS56-RV002	7
BS56-RV003	9
BS56-RV004	5
BS56-RV005	5
BS56-RV006	7
BS56-X02	3
BS56-X03	1
BS56-X04	3
BS56-X05	3
BS56-X07	3
BS56-X08	1
BS56-X09	1
BS56-TX01	1
BS56-TX02	3
BS56-TX03	3
BS56-XX02	1
BS56-TCP01	3
BS56-TCP02	3
BS56-TCP03	3
BS57-001	8
BS57-002	3
BS57-003	4
BS57-004	5
BS57-005	1
BS57-006	3
BS57-007	5
BS57-008	1
BS57-009	3
BS57-010	6
BS57-011	7
BS57-012	4
BS57-013	2
BS57-014	3
BS57-016	6
BS57-017	5
BS57-018	2
BS57-019	1
BS57-020	1
BS57-021	7
BS57-022	3
BS57-023	4
BS57-024	3
BS57-025	3
BS57-026	4
BS57-027	8
BS57-028	4
BS57-029	5
BS57-030	5
BS57-031	6
BS57-032	7
BS57-033	5
BS57-034	1
BS57-035	6
BS57-036	1
BS57-037	6
BS57-038	4
BS57-039	6
BS57-041	3
BS57-042	6
BS57-043	3
BS57-044	3
BS57-045	5
BS57-046	3
BS57-047	5
BS57-048	4
BS57-049	5
BS57-050	4
BS57-051	1
BS57-052	6
BS57-054	3
BS57-055	1
BS57-056	1
BS57-057	1
BS57-058	1
BS57-059	3
BS57-060	1
BS57-061	6
BS57-062	4
BS57-063	6
BS57-064	2
BS57-065	6
BS57-066	4
BS57-067	1
BS57-069	5
BS57-070	3
BS57-071	5
BS57-072	1
BS57-073	7
BS57-074	3
BS57-075	4
BS57-076	5
BS57-077	3
BS57-078	5
BS57-079	5
BS57-080	3
BS57-081	5
BS57-082	4
BS57-083	7
BS57-084	3
BS57-X01	3
BS57-X02	1
BS57-X03	1
BS57-X04	3
BS57-X05	1
BS57-X06	3
BS57-X07	2
BS57-X08	3
BS57-X09	3
BS57-TX02	3
BS57-TX03	1
BS57-TCP01	3
BS57-TCP02	3
BS57-TCP03	3
BS57-TCP04	3
BS57-TCP05	1
BS57-TCP06	1
BS57-TCP07	1
BS57-TCP08	1
BS57-TCP09	3
BS57-TCP10	1
BS58-001	5
BS58-002	6
BS58-003	1
BS58-004	2
BS58-005	3
BS58-006	1
BS58-007	1
BS58-008	4
BS58-009	5
BS58-010	6
BS58-011	3
BS58-012	3
BS58-013	4
BS58-014	3
BS58-015	1
BS58-016	1
BS58-017	7
BS58-018	5
BS58-019	4
BS58-020	5
BS58-021	5
BS58-022	3
BS58-023	3
BS58-024	6
BS58-025	3
BS58-026	5
BS58-027	4
BS58-028	3
BS58-029	6
BS58-030	6
BS58-031	6
BS58-032	4
BS58-034	6
BS58-035	1
BS58-036	4
BS58-037	3
BS58-038	4
BS58-039	6
BS58-040	5
BS58-041	4
BS58-042	7
BS58-043	3
BS58-044	6
BS58-045	3
BS58-046	4
BS58-047	3
BS58-048	3
BS58-049	3
BS58-050	5
BS58-051	3
BS58-052	6
BS58-053	3
BS58-054	5
BS58-055	7
BS58-056	3
BS58-057	4
BS58-059	5
BS58-061	7
BS58-062	3
BS58-063	3
BS58-064	7
BS58-065	5
BS58-066	3
BS58-067	5
BS58-068	3
BS58-069	3
BS58-070	3
BS58-071	3
BS58-072	3
BS58-073	7
BS58-074	5
BS58-075	5
BS58-076	5
BS58-077	6
BS58-078	3
BS58-079	5
BS58-080	6
BS58-081	7
BS58-082	7
BS58-083	6
BS58-084	5
BS58-X01	3
BS58-X02	1
BS58-X03	3
BS58-X04	3
BS58-X05	3
BS58-X06	4
BS58-X07	3
BS58-X08	3
BS58-X09	3
BS58-TX01	1
BS58-TX03	3
BS58-TCP01	3
BS58-TCP02	3
BS58-TCP03	3
BS58-TCP04	3
BS58-TCP06	1
BS58-TCP07	3
BS58-TCP08	3
BS59-001	5
BS59-002	5
BS59-003	3
BS59-004	3
BS59-005	1
BS59-006	6
BS59-007	3
BS59-009	6
BS59-010	5
BS59-011	6
BS59-012	3
BS59-013	8
BS59-014	1
BS59-015	4
BS59-016	1
BS59-017	3
BS59-018	5
BS59-019	3
BS59-020	3
BS59-021	4
BS59-022	8
BS59-023	5
BS59-024	3
BS59-025	4
BS59-026	5
BS59-027	3
BS59-028	3
BS59-029	4
BS59-030	5
BS59-031	3
BS59-032	5
BS59-033	3
BS59-034	1
BS59-035	3
BS59-036	6
BS59-037	4
BS59-038	5
BS59-039	5
BS59-040	4
BS59-041	6
BS59-042	6
BS59-043	8
BS59-044	3
BS59-045	4
BS59-046	3
BS59-047	3
BS59-048	4
BS59-049	4
BS59-050	4
BS59-051	5
BS59-052	5
BS59-053	3
BS59-054	1
BS59-055	8
BS59-056	3
BS59-057	2
BS59-058	3
BS59-059	3
BS59-060	3
BS59-061	5
BS59-062	5
BS59-063	4
BS59-064	6
BS59-065	5
BS59-066	6
BS59-067	3
BS59-068	3
BS59-069	3
BS59-070	3
BS59-071	3
BS59-072	3
BS59-073	3
BS59-074	6
BS59-075	5
BS59-076	3
BS59-077	5
BS59-078	3
BS59-RV001	8
BS59-RV002	1
BS59-RV003	5
BS59-RV004	7
BS59-RV005	5
BS59-RV006	6
BS59-X01	3
BS59-X02	3
BS59-X03	3
BS59-X04	3
BS59-X05	3
BS59-X06	3
BS59-X07	3
BS59-X08	4
BS59-X09	3
BS59-TX01	6
BS59-TX02	3
BS59-TX03	3
BS59-XX01	1
BS59-XX02	1
BS59-CP01	3
BS59-CP02	3
BS59-CP03	3
BS59-CP04	3
BS59-CP05	3
BS59-CP06	3
BS59-CP07	3
BS59-CP08	3
BS59-TCP01	3
BS59-TCP02	3
BS59-TCP03	3
BS60-001	4
BS60-002	4
BS60-003	4
BS60-004	3
BS60-005	3
BS60-006	4
BS60-007	8
BS60-008	8
BS60-009	3
BS60-010	4
BS60-011	3
BS60-012	3
BS60-013	4
BS60-014	9
BS60-015	4
BS60-016	4
BS60-017	3
BS60-018	3
BS60-019	3
BS60-020	8
BS60-021	4
BS60-022	3
BS60-023	3
BS60-024	8
BS60-025	4
BS60-026	4
BS60-027	3
BS60-028	8
BS60-029	9
BS60-030	3
BS60-031	8
BS60-032	3
BS60-033	4
BS60-034	3
BS60-035	4
BS60-036	4
BS60-037	5
BS60-038	4
BS60-039	5
BS60-040	3
BS60-041	3
BS60-042	3
BS60-043	3
BS60-044	4
BS60-045	8
BS60-046	8
BS60-047	3
BS60-048	3
BS60-049	4
BS60-050	4
BS60-051	8
BS60-052	4
BS60-053	3
BS60-054	8
BS60-055	3
BS60-056	3
BS60-057	3
BS60-058	4
BS60-059	4
BS60-060	3
BS60-061	4
BS60-062	3
BS60-063	9
BS60-064	9
BS60-065	3
BS60-066	4
BS60-067	3
BS60-068	8
BS60-069	4
BS60-070	4
BS60-071	3
BS60-072	3
BS60-073	4
BS60-074	8
BS60-075	4
BS60-076	8
BS60-077	8
BS60-078	3
BS60-079	9
BS60-080	4
BS60-081	4
BS60-082	4
BS60-083	8
BS60-084	4
BS60-085	4
BS60-086	3
BS60-087	8
BS60-088	3
BS60-089	3
BS60-090	4
BS60-091	4
BS60-092	4
BS60-093	11
BS60-094	9
BS60-095	8
BS60-096	3
BS60-097	4
BS60-098	3
BS60-CX01	3
BS60-CX02	3
BS60-CX03	3
BS60-CX04	6
BS60-CX05	3
BS60-CX06	3
BS60-X01	3
BS60-X02	3
BS60-X03	3
BS60-X04	3
BS60-X05	3
BS60-X06	3
BS60-X07	3
BS60-X08	3
BS60-X09	3
BS60-XX01	3
BS60-XX02	3
BS60-CP01	3
BS60-CP02	3
BS60-CP03	3
BS61-001	7
BS61-002	3
BS61-003	5
BS61-004	5
BS61-005	3
BS61-006	3
BS61-007	3
BS61-008	8
BS61-009	4
BS61-010	8
BS61-011	3
BS61-012	3
BS61-013	6
BS61-014	6
BS61-015	3
BS61-016	3
BS61-017	3
BS61-018	7
BS61-019	7
BS61-020	7
BS61-021	8
BS61-022	5
BS61-023	5
BS61-024	8
BS61-025	4
BS61-026	4
BS61-027	3
BS61-028	5
BS61-029	3
BS61-030	3
BS61-031	3
BS61-032	7
BS61-033	3
BS61-034	5
BS61-035	6
BS61-036	6
BS61-037	6
BS61-038	6
BS61-039	3
BS61-040	3
BS61-041	3
BS61-042	6
BS61-043	3
BS61-044	6
BS61-045	5
BS61-046	5
BS61-047	3
BS61-048	7
BS61-049	5
BS61-050	3
BS61-051	3
BS61-052	3
BS61-053	5
BS61-054	3
BS61-055	8
BS61-056	6
BS61-057	3
BS61-058	3
BS61-059	3
BS61-060	3
BS61-061	3
BS61-062	6
BS61-063	6
BS61-064	8
BS61-065	6
BS61-066	5
BS61-067	3
BS61-068	5
BS61-069	6
BS61-070	6
BS61-071	6
BS61-072	6
BS61-073	3
BS61-074	6
BS61-075	6
BS61-CX01	3
BS61-CX02	3
BS61-X01	3
BS61-X02	3
BS61-X03	3
BS61-X04	3
BS61-X05	3
BS61-X06	4
BS61-X07	3
BS61-X08	3
BS61-X09	3
BS61-XX01	1
BS61-XX02	1
BS61-CP01	3
BS61-CP02	3
BS61-CP03	3
BS61-CP04	3
BS61-CP05	3
BS61-CP06	3
BS62-001	8
BS62-002	7
BS62-003	6
BS62-004	6
BS62-005	5
BS62-006	5
BS62-007	6
BS62-008	3
BS62-009	3
BS62-010	3
BS62-011	5
BS62-012	3
BS62-013	3
BS62-014	6
BS62-015	6
BS62-016	6
BS62-017	6
BS62-018	7
BS62-019	3
BS62-020	4
BS62-021	5
BS62-022	3
BS62-023	3
BS62-024	5
BS62-025	3
BS62-026	5
BS62-027	3
BS62-028	3
BS62-029	7
BS62-030	6
BS62-031	6
BS62-032	3
BS62-033	3
BS62-034	3
BS62-035	5
BS62-036	3
BS62-037	6
BS62-038	8
BS62-039	5
BS62-040	3
BS62-041	3
BS62-042	6
BS62-043	3
BS62-044	3
BS62-045	6
BS62-046	4
BS62-047	3
BS62-048	6
BS62-049	3
BS62-050	3
BS62-051	3
BS62-052	6
BS62-053	6
BS62-054	8
BS62-055	6
BS62-056	8
BS62-057	5
BS62-058	7
BS62-059	3
BS62-060	3
BS62-061	3
BS62-062	6
BS62-063	3
BS62-064	7
BS62-065	6
BS62-066	6
BS62-067	8
BS62-068	6
BS62-069	5
BS62-070	5
BS62-071	5
BS62-072	3
BS62-073	3
BS62-074	5
BS62-075	6
BS62-CX01	3
BS62-CX02	3
BS62-X01	3
BS62-X02	3
BS62-X03	3
BS62-X04	3
BS62-X05	3
BS62-X06	3
BS62-X07	3
BS62-X08	3
BS62-X09	3
BS62-XX01	1
BS62-XX02	1
BS62-CP01	3
BS62-CP02	3
BS62-CP03	3
BS62-CP04	3
BS62-CP05	3
BS62-CP06	3
BS63-001	1
BS63-002	5
BS63-003	4
BS63-004	4
BS63-005	4
BS63-006	2
BS63-007	3
BS63-008	4
BS63-009	5
BS63-010	1
BS63-011	1
BS63-012	2
BS63-013	4
BS63-014	5
BS63-015	5
BS63-016	5
BS63-017	5
BS63-018	2
BS63-019	5
BS63-020	4
BS63-021	4
BS63-022	4
BS63-023	5
BS63-024	4
BS63-026	2
BS63-028	2
BS63-029	4
BS63-030	5
BS63-031	2
BS63-032	4
BS63-033	4
BS63-034	5
BS63-035	1
BS63-036	2
BS63-037	5
BS63-038	1
BS63-039	4
BS63-040	4
BS63-041	5
BS63-042	5
BS63-043	4
BS63-044	4
BS63-045	5
BS63-047	5
BS63-048	4
BS63-049	4
BS63-050	5
BS63-052	1
BS63-053	5
BS63-054	1
BS63-055	1
BS63-056	4
BS63-057	3
BS63-058	5
BS63-060	5
BS63-061	4
BS63-062	2
BS63-063	2
BS63-064	5
BS63-065	2
BS63-066	5
BS63-067	2
BS63-068	5
BS63-069	5
BS63-070	4
BS63-071	4
BS63-072	2
BS63-073	5
BS63-074	1
BS63-075	2
BS63-076	5
BS63-077	4
BS63-078	4
BS63-079	6
BS63-080	4
BS63-081	5
BS63-082	4
BS63-083	5
BS63-084	1
BS63-085	4
BS63-086	5
BS63-087	6
BS63-088	1
BS63-089	4
BS63-090	1
BS63-CX01	2
BS63-X01	1
BS63-X05	2
BS63-X06	1
BS63-X07	3
BS63-X08	2
BS63-XX02	1
BS63-CP01	2
BS63-CP08	1
BS63-CP09	1
BS63-CP10	1
BS63-CP11	1
BS64-063	3
BS64-067	3
BS64-070	3
BS65-025	2
BS65-062	3
BS65-063	3
BS65-065	3
BS66-040	1
BS67-X09	1
BS69-051	1
BS69-X08	1
BS72-045	1
BS73-044	1
BS73-047	1
BS73-052	1
BS73-080	1
BS73-CX02	3
BS74-052	1
BS76-045	1
SD01-001	1
SD01-008	2
SD01-029	2
SD01-030	1
SD01-032	1
SD01-033	2
SD01-034	5
SD01-039	28
SD02-003	1
SD02-005	2
SD02-017	27
SD03-001	6
SD03-002	1
SD03-006	7
SD03-007	2
SD03-009	3
SD03-010	3
SD03-011	3
SD03-012	1
SD03-013	1
SD03-014	6
SD03-015	2
SD03-016	4
SD06-001	1
SD06-003	6
SD06-004	1
SD06-005	1
SD06-007	4
SD06-009	3
SD06-010	3
SD06-011	11
SD06-012	1
SD06-013	38
SD06-014	3
SD06-015	3
SD06-016	75
SD06-017	2
SD10-001	4
SD10-002	3
SD10-003	3
SD10-004	4
SD10-005	3
SD10-006	6
SD10-007	2
SD10-008	3
SD10-009	2
SD10-010	1
SD10-011	3
SD10-012	3
SD10-013	1
SD10-014	2
SD10-015	2
SD10-016	3
SD10-X01	1
SD10-X02	1
SD11-001	2
SD11-010	2
SD11-011	1
SD11-014	1
SD11-015	1
SD11-016	1
SD11-X01	1
SD11-X02	1
SD13-001	3
SD13-002	4
SD13-003	3
SD13-004	2
SD13-005	1
SD13-006	1
SD13-007	3
SD13-008	3
SD13-X01	1
SD14-001	1
SD15-001	3
SD15-002	3
SD15-003	4
SD15-004	1
SD15-005	2
SD15-006	3
SD15-007	3
SD15-008	2
SD15-X01	1
SD16-001	3
SD16-002	3
SD16-003	4
SD16-004	3
SD16-005	1
SD16-006	1
SD16-007	3
SD16-008	2
SD16-X01	1
SD17-001	4
SD17-002	3
SD17-003	2
SD17-004	4
SD17-005	2
SD17-006	2
SD17-007	3
SD17-008	2
SD17-009	1
SD17-010	3
SD17-011	3
SD17-012	2
SD17-013	3
SD17-014	3
SD17-015	1
SD17-016	3
SD17-X01	1
SD17-X02	1
SD19-001	3
SD19-002	1
SD19-003	3
SD19-004	3
SD19-005	3
SD19-007	3
SD19-012	1
SD19-013	7
SD19-014	1
SD19-015	3
SD19-016	1
SD19-X01	1
SD20-001	1
SD20-002	1
SD20-005	1
SD20-007	1
SD20-012	1
SD20-013	1
SD20-014	1
SD23-001	3
SD23-002	3
SD23-003	3
SD23-004	3
SD23-005	3
SD23-006	3
SD23-007	2
SD23-008	3
SD23-009	2
SD23-010	2
SD23-011	2
SD23-012	3
SD23-013	8
SD23-014	3
SD23-015	2
SD23-016	2
SD23-X01	1
SD24-007	3
SD24-012	8
SD24-013	20
SD24-X01	1
SD25-001	3
SD25-002	2
SD25-003	2
SD25-004	1
SD25-005	2
SD25-006	1
SD25-007	2
SD25-X01	2
SD25-X02	3
SD26-001	3
SD26-002	3
SD26-003	2
SD26-004	3
SD26-005	2
SD26-006	3
SD26-007	3
SD26-008	1
SD26-009	3
SD26-010	3
SD26-011	2
SD26-012	4
SD26-013	5
SD26-014	3
SD26-015	1
SD26-X01	1
SD26-X02	1
SD27-001	3
SD27-002	9
SD27-003	3
SD27-004	2
SD27-005	3
SD27-006	4
SD27-X01	2
SD27-X02	2
SD28-001	3
SD28-002	3
SD28-003	3
SD28-004	2
SD28-005	3
SD28-006	2
SD28-007	3
SD28-008	3
SD28-009	2
SD28-010	3
SD28-011	3
SD28-012	2
SD28-013	3
SD28-014	3
SD28-015	1
SD28-X01	1
SD28-X02	3
SD29-001	4
SD29-002	3
SD29-003	3
SD29-004	6
SD29-005	3
SD29-006	3
SD29-007	3
SD29-008	2
SD29-009	2
SD29-010	2
SD29-011	2
SD29-012	2
SD29-013	2
SD29-014	4
SD29-015	1
SD29-X01	1
SD29-CP01	2
SD29-CP02	3
SD30-001	3
SD30-002	3
SD30-X01	1
SD31-001	3
SD31-002	2
SD31-003	3
SD31-004	3
SD31-005	2
SD31-006	3
SD31-007	4
SD31-008	3
SD31-009	3
SD31-010	5
SD31-011	2
SD31-012	22
SD31-013	3
SD31-014	2
SD31-015	1
SD31-X01	1
SD32-001	9
SD32-002	10
SD32-003	2
SD32-004	1
SD32-005	2
SD32-006	2
SD32-007	3
SD32-X01	1
SD32-X02	6
SD33-001	8
SD33-002	3
SD33-003	6
SD33-004	4
SD33-005	3
SD33-006	3
SD33-007	2
SD33-008	3
SD33-009	3
SD33-010	3
SD33-011	3
SD33-012	2
SD33-013	2
SD33-014	15
SD33-X01	4
SD34-001	5
SD34-002	3
SD34-003	3
SD34-004	3
SD34-005	3
SD34-006	2
SD34-007	2
SD34-008	2
SD34-009	2
SD34-010	3
SD34-011	3
SD34-012	3
SD34-013	2
SD34-014	2
SD34-X01	2
SD35-001	3
SD35-002	2
SD35-003	3
SD35-004	3
SD35-005	2
SD35-006	5
SD35-007	3
SD35-008	2
SD35-009	4
SD35-010	3
SD35-011	3
SD35-012	3
SD35-013	2
SD35-014	3
SD35-015	3
SD35-X01	4
SD36-001	9
SD36-002	9
SD36-003	4
SD36-004	7
SD36-005	3
SD36-006	2
SD36-X01	3
SD36-X02	2
SD36-X03	4
SD37-001	4
SD37-002	3
SD37-003	3
SD37-004	4
SD37-005	4
SD37-006	3
SD37-007	4
SD37-008	3
SD37-009	2
SD37-010	2
SD37-011	2
SD37-012	7
SD37-013	3
SD37-014	2
SD37-X01	2
SD38-001	3
SD38-002	3
SD38-003	2
SD38-004	3
SD38-005	3
SD38-006	2
SD38-007	2
SD38-008	3
SD38-009	5
SD38-010	2
SD38-011	3
SD38-012	3
SD38-013	2
SD38-014	3
SD38-X01	3
SD39-001	3
SD39-002	3
SD39-003	3
SD39-004	2
SD39-005	10
SD39-006	2
SD39-007	3
SD39-008	2
SD39-009	2
SD39-010	3
SD39-011	4
SD39-012	11
SD39-013	3
SD39-014	3
SD39-X01	2
SD40-001	2
SD40-002	2
SD40-003	2
SD40-004	8
SD40-005	2
SD40-006	2
SD40-007	2
SD40-008	2
SD40-X01	2
SD40-X02	3
SD40-X03	3
SD41-001	3
SD41-002	2
SD41-003	3
SD41-004	2
SD41-005	2
SD41-006	6
SD41-007	3
SD41-008	2
SD41-X01	3
SD41-X02	2
SD41-RVX01	9
SD42-001	3
SD42-002	3
SD42-003	3
SD42-004	3
SD42-005	2
SD42-006	3
SD42-007	3
SD42-008	4
SD42-009	2
SD42-010	2
SD42-011	2
SD42-012	4
SD42-013	2
SD42-014	2
SD42-015	2
SD42-X01	4
SD42-CP01	5
SD42-CP02	1
SD42-CP03	1
SD42-CP04	1
SD42-CP05	1
SD42-CP06	1
SD42-CP07	1
SD42-CP08	3
SD42-CP09	1
SD42-CP10	1
SD43-001	3
SD43-002	3
SD43-003	3
SD43-004	3
SD43-005	2
SD43-006	2
SD43-007	2
SD43-008	2
SD43-009	4
SD43-010	2
SD43-RV001	2
SD43-RV002	2
SD43-RV003	2
SD43-RV004	2
SD43-X01	4
SD43-X02	3
SD43-CP01	2
SD43-CP02	3
SD44-001	2
SD44-002	3
SD44-003	2
SD44-004	3
SD44-005	2
SD44-006	2
SD44-007	2
SD44-008	2
SD44-009	2
SD44-010	3
SD44-RV001	3
SD44-RV002	3
SD44-RV003	3
SD44-RV004	4
SD44-X01	2
SD44-X02	2
SD44-CP01	2
SD44-CP02	2
SD45-001	3
SD45-002	3
SD45-003	3
SD45-004	2
SD45-005	2
SD45-006	2
SD45-007	3
SD45-008	3
SD45-009	3
SD45-010	2
SD45-011	2
SD45-012	2
SD45-013	3
SD45-014	2
SD45-X01	2
SD45-CP01	1
SD45-CP02	1
SD45-CP03	1
SD45-CP04	1
SD45-CP05	1
SD45-CP06	1
SD46-001	3
SD46-002	2
SD46-003	2
SD46-004	2
SD46-005	2
SD46-006	6
SD46-007	5
SD46-X01	2
SD46-X02	2
SD46-X03	2
SD46-CP01	3
SD47-001	6
SD47-002	4
SD47-003	4
SD47-004	4
SD47-005	7
SD47-006	8
SD47-007	4
SD47-X01	4
SD47-X02	4
SD47-X03	4
SD47-CP01	4
SD48-001	6
SD48-002	6
SD48-003	4
SD48-004	4
SD48-005	4
SD48-006	4
SD48-007	4
SD48-008	4
SD48-009	4
