id	possess
BS37-044	1
BS37-045	1
BS37-046	11
BS37-047	2
BS37-048	14
BS37-049	17
BS37-051	12
BS37-052	12
BS37-053	1
BS37-054	6
BS37-055	11
BS37-056	1
BS37-057	8
BS37-058	8
BS37-059	1
BS37-060	13
BS37-061	8
BS37-062	1
BS37-063	5
BS37-064	6
BS37-065	11
BS37-066	8
BS37-067	9
BS37-068	3
BS37-070	9
BS37-071	1
BS37-072	2
BS37-073	2
BS37-074	8
BS37-X01	1
BS37-X02	1
BS37-X03	3
BS37-X04	1
BS37-X05	2
BS37-CP01	1
BS37-CP02	2
BS37-CP03	1
BS38-001	6
BS38-002	6
BS38-003	5
BS38-004	6
BS38-005	6
BS38-006	1
BS38-008	6
BS38-009	6
BS38-010	6
BS38-011	5
BS38-012	1
BS38-013	6
BS38-014	5
BS38-016	4
BS38-017	5
BS38-018	3
BS38-019	6
BS38-020	6
BS38-021	6
BS38-022	2
BS38-023	1
BS38-024	5
BS38-025	5
BS38-027	6
BS38-028	6
BS38-029	6
BS38-031	2
BS38-032	6
BS38-033	6
BS38-034	5
BS38-035	6
BS38-037	6
BS38-038	1
BS38-040	3
BS38-041	5
BS38-042	2
BS38-043	6
BS38-044	5
BS38-045	6
BS38-047	1
BS38-048	3
BS38-049	1
BS38-051	1
BS38-052	1
BS38-054	1
BS38-057	1
BS38-059	1
BS38-060	5
BS38-061	6
BS38-062	6
BS38-063	6
BS38-064	4
BS38-065	2
BS38-066	7
BS38-067	2
BS38-069	9
BS38-070	5
BS38-072	6
BS38-074	8
BS38-075	3
BS38-076	5
BS38-077	6
BS38-RV001	6
BS38-RV002	4
BS38-RV003	6
BS38-RV004	6
BS38-RV005	6
BS38-RV006	7
BS38-RV007	1
BS38-RV008	6
BS38-RV009	5
BS38-RV010	1
BS38-RV011	6
BS38-RV012	6
BS38-RV013	6
BS38-RV014	6
BS38-RV015	1
BS38-RV016	3
BS38-RV017	8
BS38-RV018	8
BS38-RV019	4
BS38-RV020	3
BS38-RV021	1
BS38-RV022	4
BS38-RV023	3
BS38-RV024	1
BS38-RV025	6
BS38-RV026	6
BS38-RV027	5
BS38-RV028	7
BS38-RV029	4
BS38-RV030	7
BS38-RV031	1
BS38-RV032	4
BS38-RV033	20
BS38-RV034	5
BS38-RV035	7
BS38-RV036	1
BS38-RV037	1
BS38-RV038	5
BS38-RV039	7
BS38-RV040	6
BS38-RV041	2
BS38-X01	2
BS38-X02	1
BS38-X03	5
BS38-X04	1
BS38-X05	1
BS38-X06	1
BS38-XX02	3
BS38-RVX01	4
BS38-RVX02	3
BS38-RVX03	3
BS38-RVX04	3
BS38-RVX05	4
BS38-RVX06	3
BS38-CP01	5
BS38-CP02	6
BS38-CP03	1
BS38-CP05	3
BS38-CP08	3
BS39-001	6
BS39-002	6
BS39-003	9
BS39-004	6
BS39-005	3
BS39-006	3
BS39-007	3
BS39-008	5
BS39-009	2
BS39-010	3
BS39-011	5
BS39-013	6
BS39-014	1
BS39-015	1
BS39-016	6
BS39-017	5
BS39-018	3
BS39-019	6
BS39-020	6
BS39-022	5
BS39-025	6
BS39-026	5
BS39-027	6
BS39-028	8
BS39-029	5
BS39-031	1
BS39-032	1
BS39-033	6
BS39-034	5
BS39-035	6
BS39-036	4
BS39-037	1
BS39-038	6
BS39-039	1
BS39-040	1
BS39-041	3
BS39-042	6
BS39-043	6
BS39-045	5
BS39-048	6
BS39-049	9
BS39-050	6
BS39-051	9
BS39-052	9
BS39-053	1
BS39-054	8
BS39-055	9
BS39-056	6
BS39-057	9
BS39-058	8
BS39-059	9
BS39-060	2
BS39-061	6
BS39-062	8
BS39-063	3
BS39-064	5
BS39-065	3
BS39-066	5
BS39-067	5
BS39-068	6
BS39-069	1
BS39-070	4
BS39-071	5
BS39-072	6
BS39-073	6
BS39-075	5
BS39-076	6
BS39-RV001	5
BS39-RV002	6
BS39-RV003	6
BS39-RV004	5
BS39-RV005	6
BS39-RV006	3
BS39-RV007	10
BS39-RV008	6
BS39-RV009	4
BS39-RV010	4
BS39-RV011	6
BS39-RV012	6
BS39-RV013	7
BS39-RV014	1
BS39-RV015	3
BS39-RV016	5
BS39-RV017	3
BS39-RV018	8
BS39-RV019	4
BS39-RV020	1
BS39-RV021	7
BS39-RV022	1
BS39-RV023	1
BS39-RV024	1
BS39-RV025	6
BS39-RV026	1
BS39-RV027	6
BS39-RV028	4
BS39-RV029	6
BS39-RV030	8
BS39-RV031	4
BS39-RV032	7
BS39-RV033	8
BS39-RV034	4
BS39-RV035	6
BS39-RV036	10
BS39-RV037	6
BS39-RV038	1
BS39-RV039	4
BS39-RV040	2
BS39-RV041	1
BS39-X01	2
BS39-X02	1
BS39-X03	1
BS39-X05	5
BS39-X06	1
BS39-RVX01	3
BS39-RVX02	3
BS39-RVX03	3
BS39-RVX04	3
BS39-RVX05	3
BS39-RVX06	3
BS39-XX02	3
BS40-001	5
BS40-002	4
BS40-003	4
BS40-004	3
BS40-005	4
BS40-006	5
BS40-007	5
BS40-008	5
BS40-011	5
BS40-012	5
BS40-013	5
BS40-014	6
BS40-016	6
BS40-017	5
BS40-018	4
BS40-019	1
BS40-020	3
BS40-021	3
BS40-022	2
BS40-023	4
BS40-024	5
BS40-025	4
BS40-027	6
BS40-028	5
BS40-030	4
BS40-032	4
BS40-033	3
BS40-034	3
BS40-035	4
BS40-037	5
BS40-038	5
BS40-039	4
BS40-040	1
BS40-041	3
BS40-042	3
BS40-044	3
BS40-045	3
BS40-046	4
BS40-047	1
BS40-048	3
BS40-049	3
BS40-050	5
BS40-051	5
BS40-052	1
BS40-053	2
BS40-054	6
BS40-055	4
BS40-056	5
BS40-058	4
BS40-059	5
BS40-060	5
BS40-061	6
BS40-063	1
BS40-064	4
BS40-065	3
BS40-066	3
BS40-067	4
BS40-068	6
BS40-069	4
BS40-070	4
BS40-071	4
BS40-072	4
BS40-073	5
BS40-074	4
BS40-075	3
BS40-076	6
BS40-077	9
BS40-078	5
BS40-079	5
BS40-081	4
BS40-082	5
BS40-083	1
BS40-084	1
BS40-085	7
BS40-086	3
BS40-087	5
BS40-088	17
BS40-089	4
BS40-090	4
BS40-091	3
BS40-092	4
BS40-093	3
BS40-094	5
BS40-095	1
BS40-RV001	4
BS40-RV002	3
BS40-RV003	5
BS40-RV004	1
BS40-RV005	7
BS40-RV006	1
BS40-RV007	5
BS40-RV008	2
BS40-RV009	5
BS40-RV010	1
BS40-RV011	5
BS40-RV012	2
BS40-X01	3
BS40-X02	3
BS40-X04	1
BS40-X05	1
BS40-X06	1
BS40-XX02	1
BS40-CP01	1
BS40-CP02	1
BS40-CP03	1
BS40-CP04	1
BS40-CP06	2
BS40-CP08	1
BS40-CP09	1
BS41-001	5
BS41-002	4
BS41-003	4
BS41-004	3
BS41-005	4
BS41-006	3
BS41-007	3
BS41-008	4
BS41-009	3
BS41-010	5
BS41-011	3
BS41-012	3
BS41-013	5
BS41-014	4
BS41-015	3
BS41-016	4
BS41-017	4
BS41-018	5
BS41-019	3
BS41-020	4
BS41-021	1
BS41-024	5
BS41-025	3
BS41-026	5
BS41-027	3
BS41-028	3
BS41-029	2
BS41-030	4
BS41-032	4
BS41-034	4
BS41-035	1
BS41-036	5
BS41-037	3
BS41-038	5
BS41-039	4
BS41-040	3
BS41-041	4
BS41-042	3
BS41-043	5
BS41-044	3
BS41-045	1
BS41-047	1
BS41-048	5
BS41-049	3
BS41-050	3
BS41-051	5
BS41-052	3
BS41-053	5
BS41-054	1
BS41-055	3
BS41-056	1
BS41-057	4
BS41-058	4
BS41-059	5
BS41-060	5
BS41-061	9
BS41-062	4
BS41-063	3
BS41-064	4
BS41-065	3
BS41-066	3
BS41-067	3
BS41-068	4
BS41-069	1
BS41-070	2
BS41-071	5
BS41-072	4
BS41-073	2
BS41-074	3
BS41-075	4
BS41-076	5
BS41-077	3
BS41-078	4
BS41-079	5
BS41-080	3
BS41-081	4
BS41-082	3
BS41-083	1
BS41-084	4
BS41-085	5
BS41-087	5
BS41-088	4
BS41-089	3
BS41-090	3
BS41-092	9
BS41-093	3
BS41-094	4
BS41-095	1
BS41-RV001	5
BS41-RV002	1
BS41-RV003	2
BS41-RV004	1
BS41-RV005	4
BS41-RV006	2
BS41-RV007	6
BS41-RV008	1
BS41-RV009	1
BS41-RV010	1
BS41-RV011	2
BS41-RV012	1
BS41-X01	3
BS41-X02	3
BS41-X06	1
BS41-CP01	1
BS41-CP02	2
BS41-CP03	1
BS41-CP04	4
BS41-CP05	1
BS41-CP07	1
BS41-CP08	1
BS42-001	3
BS42-002	4
BS42-003	6
BS42-004	4
BS42-005	4
BS42-006	3
BS42-007	9
BS42-008	9
BS42-009	1
BS42-010	4
BS42-011	3
BS42-012	1
BS42-013	7
BS42-014	5
BS42-015	4
BS42-016	4
BS42-017	4
BS42-018	4
BS42-019	8
BS42-020	3
BS42-021	5
BS42-022	5
BS42-023	3
BS42-025	4
BS42-026	3
BS42-027	4
BS42-028	1
BS42-029	4
BS42-030	5
BS42-031	3
BS42-032	3
BS42-035	5
BS42-036	1
BS42-037	3
BS42-038	4
BS42-039	3
BS42-040	1
BS42-041	4
BS42-043	1
BS42-044	4
BS42-045	4
BS42-046	4
BS42-047	4
BS42-048	3
BS42-049	3
BS42-050	4
BS42-051	3
BS42-052	2
BS42-053	4
BS42-054	3
BS42-055	4
BS42-056	4
BS42-057	3
BS42-058	3
BS42-059	1
BS42-060	1
BS42-061	1
BS42-062	5
BS42-063	4
BS42-064	5
BS42-065	3
BS42-066	5
BS42-067	4
BS42-068	5
BS42-070	1
BS42-071	1
BS42-072	5
BS42-074	4
BS42-075	1
BS42-076	3
BS42-077	3
BS42-078	4
BS42-079	3
BS42-080	4
BS42-081	3
BS42-082	5
BS42-083	3
BS42-084	3
BS42-085	5
BS42-086	4
BS42-087	4
BS42-088	5
BS42-090	4
BS42-091	4
BS42-092	3
BS42-093	3
BS42-094	6
BS42-095	4
BS42-RV001	4
BS42-RV002	2
BS42-RV003	1
BS42-RV004	5
BS42-RV005	4
BS42-RV006	2
BS42-RV007	4
BS42-RV008	5
BS42-RV009	4
BS42-RV010	4
BS42-RV011	3
BS42-RV012	4
BS42-X01	3
BS42-X02	5
BS42-XX01	3
BS42-CP01	1
BS42-CP02	1
BS42-CP03	1
BS42-CP04	1
BS43-001	6
BS43-002	6
BS43-003	3
BS43-004	3
BS43-005	5
BS43-006	6
BS43-007	5
BS43-008	3
BS43-009	6
BS43-010	1
BS43-011	5
BS43-012	6
BS43-013	4
BS43-014	6
BS43-017	6
BS43-018	3
BS43-019	3
BS43-020	5
BS43-021	5
BS43-022	6
BS43-023	1
BS43-024	5
BS43-025	6
BS43-026	5
BS43-027	5
BS43-028	6
BS43-029	6
BS43-031	1
BS43-032	1
BS43-033	1
BS43-034	5
BS43-035	6
BS43-037	5
BS43-038	7
BS43-039	6
BS43-040	6
BS43-041	6
BS43-042	1
BS43-043	5
BS43-044	5
BS43-047	6
BS43-048	6
BS43-049	5
BS43-050	6
BS43-051	3
BS43-052	4
BS43-053	1
BS43-054	6
BS43-055	2
BS43-056	5
BS43-057	1
BS43-058	6
BS43-059	6
BS43-060	5
BS43-061	6
BS43-062	5
BS43-064	6
BS43-066	7
BS43-067	5
BS43-070	1
BS43-071	12
BS43-072	5
BS43-073	4
BS43-074	6
BS43-075	1
BS43-076	6
BS43-077	1
BS43-078	6
BS43-079	6
BS43-080	4
BS43-081	6
BS43-082	6
BS43-083	5
BS43-084	13
BS43-085	15
BS43-086	6
BS43-087	3
BS43-088	6
BS43-089	7
BS43-090	4
BS43-091	5
BS43-092	6
BS43-093	5
BS43-094	5
BS43-095	6
BS43-RV001	6
BS43-RV002	4
BS43-RV003	7
BS43-RV004	7
BS43-RV005	6
BS43-RV006	4
BS43-RV007	4
BS43-RV008	4
BS43-RV009	5
BS43-RV010	5
BS43-RV011	6
BS43-RV012	6
BS43-RV013	6
BS43-RV014	7
BS43-RV015	3
BS43-RV016	6
BS43-RV017	6
BS43-RV018	4
BS43-RV019	6
BS43-RV020	3
BS43-RV021	6
BS43-RV022	6
BS43-RV023	7
BS43-RV024	6
BS43-RV025	3
BS43-RV026	6
BS43-RV027	5
BS43-RV028	6
BS43-RV029	4
BS43-RV030	6
BS43-RV031	1
BS43-X01	3
BS43-X03	3
BS43-X04	1
BS43-X05	3
BS43-X06	3
BS43-RVX01	1
BS43-RVX02	3
BS43-RVX03	1
BS43-RVX05	3
BS43-RVX06	3
BS43-XX01	1
BS43-RVXX01	2
BS43-CP01	2
BS43-CP02	1
BS43-CP03	1
BS44-001	4
BS44-002	4
BS44-003	4
BS44-004	3
BS44-005	4
BS44-006	6
BS44-007	3
BS44-008	3
BS44-009	4
BS44-010	1
BS44-011	5
BS44-013	1
BS44-014	5
BS44-015	4
BS44-016	1
BS44-017	7
BS44-018	4
BS44-020	4
BS44-021	4
BS44-022	4
BS44-023	6
BS44-024	1
BS44-025	1
BS44-026	1
BS44-027	4
BS44-028	3
BS44-029	5
BS44-030	3
BS44-031	4
BS44-032	5
BS44-033	2
BS44-036	4
BS44-037	4
BS44-038	4
BS44-039	5
BS44-040	3
BS44-041	5
BS44-042	10
BS44-043	5
BS44-045	1
BS44-048	1
BS44-049	3
BS44-050	5
BS44-051	4
BS44-052	4
BS44-053	3
BS44-054	4
BS44-055	6
BS44-056	1
BS44-057	1
BS44-058	3
BS44-059	3
BS44-061	3
BS44-062	4
BS44-063	4
BS44-064	1
BS44-065	1
BS44-066	1
BS44-067	5
BS44-068	4
BS44-069	3
BS44-070	5
BS44-071	5
BS44-072	6
BS44-073	4
BS44-074	9
BS44-075	5
BS44-076	4
BS44-077	6
BS44-078	13
BS44-079	4
BS44-080	3
BS44-081	5
BS44-082	4
BS44-083	5
BS44-084	4
BS44-085	6
BS44-086	5
BS44-087	5
BS44-088	8
BS44-089	5
BS44-090	6
BS44-091	6
BS44-092	27
BS44-093	5
BS44-094	6
BS44-095	4
BS44-096	17
BS44-RV001	5
BS44-RV002	5
BS44-RV004	3
BS44-RV005	2
BS44-RV007	2
BS44-RV008	1
BS44-RV009	1
BS44-RV010	1
BS44-RV011	4
BS44-RV012	3
BS44-X02	3
BS44-X03	1
BS44-X05	3
BS44-X06	4
BS44-X07	5
BS44-X08	1
BS44-XX02	1
BS44-CP02	1
BS44-CP03	1
BS45-001	4
BS45-002	6
BS45-003	1
BS45-004	7
BS45-005	5
BS45-006	5
BS45-007	4
BS45-010	5
BS45-011	4
BS45-012	7
BS45-013	4
BS45-014	1
BS45-015	6
BS45-017	1
BS45-018	8
BS45-019	4
BS45-020	5
BS45-021	6
BS45-022	5
BS45-024	4
BS45-025	7
BS45-026	5
BS45-027	5
BS45-028	1
BS45-029	5
BS45-030	4
BS45-031	6
BS45-032	1
BS45-033	6
BS45-034	5
BS45-035	6
BS45-036	5
BS45-037	4
BS45-038	4
BS45-039	5
BS45-042	4
BS45-043	6
BS45-044	5
BS45-045	6
BS45-046	3
BS45-047	7
BS45-048	7
BS45-049	4
BS45-050	4
BS45-051	3
BS45-052	4
BS45-053	6
BS45-054	8
BS45-055	5
BS45-056	6
BS45-057	5
BS45-058	1
BS45-059	6
BS45-060	5
BS45-061	6
BS45-062	1
BS45-063	4
BS45-064	4
BS45-065	4
BS45-067	6
BS45-068	7
BS45-069	1
BS45-070	3
BS45-071	2
BS45-073	3
BS45-074	1
BS45-075	4
BS45-077	1
BS45-079	6
BS45-080	5
BS45-081	5
BS45-082	13
BS45-083	1
BS45-084	9
BS45-085	4
BS45-086	4
BS45-087	1
BS45-088	5
BS45-089	7
BS45-090	5
BS45-092	5
BS45-093	14
BS45-094	6
BS45-095	7
BS45-096	5
BS45-RV001	5
BS45-RV002	1
BS45-RV003	1
BS45-RV004	1
BS45-RV006	5
BS45-RV007	5
BS45-RV008	5
BS45-RV009	5
BS45-RV010	6
BS45-RV011	4
BS45-RV012	6
BS45-X01	2
BS45-X03	1
BS45-X06	1
BS45-X07	1
BS45-X08	6
BS45-X09	1
BS45-CP01	3
BS45-CP02	4
BS46-001	3
BS46-002	5
BS46-003	3
BS46-004	4
BS46-005	5
BS46-008	1
BS46-009	4
BS46-010	1
BS46-011	3
BS46-013	4
BS46-014	1
BS46-015	7
BS46-016	3
BS46-017	4
BS46-018	4
BS46-019	3
BS46-020	5
BS46-021	3
BS46-022	1
BS46-023	3
BS46-024	4
BS46-025	3
BS46-026	1
BS46-030	3
BS46-031	4
BS46-032	3
BS46-033	1
BS46-034	5
BS46-035	3
BS46-036	3
BS46-037	1
BS46-038	4
BS46-039	4
BS46-041	4
BS46-042	3
BS46-043	3
BS46-044	4
BS46-045	3
BS46-046	3
BS46-047	3
BS46-052	1
BS46-053	3
BS46-054	4
BS46-055	3
BS46-057	3
BS46-058	7
BS46-059	4
BS46-060	3
BS46-061	3
BS46-062	1
BS46-063	1
BS46-064	4
BS46-067	4
BS46-068	5
BS46-069	4
BS46-070	3
BS46-071	4
BS46-073	1
BS46-074	1
BS46-077	1
BS46-078	1
BS46-081	4
BS46-082	3
BS46-083	4
BS46-084	4
BS46-085	4
BS46-086	5
BS46-087	5
BS46-088	4
BS46-090	3
BS46-091	3
BS46-092	4
BS46-093	1
BS46-095	1
BS46-096	6
BS46-RV001	6
BS46-RV002	4
BS46-RV003	3
BS46-RV004	5
BS46-RV005	4
BS46-RV006	4
BS46-RV007	5
BS46-RV008	5
BS46-RV009	4
BS46-RV010	4
BS46-RV011	6
BS46-RV012	3
BS46-X04	1
BS46-X07	1
BS46-X12	1
BS46-10thX02	1
BS46-CP01	3
BS46-CP02	3
BS47-001	8
BS47-002	3
BS47-003	3
BS47-004	3
BS47-005	12
BS47-007	3
BS47-008	6
BS47-010	3
BS47-012	3
BS47-013	3
BS47-014	12
BS47-015	3
BS47-016	3
BS47-017	3
BS47-018	3
BS47-019	1
BS47-020	7
BS47-021	3
BS47-023	3
BS47-025	3
BS47-027	14
BS47-028	3
BS47-029	3
BS47-030	3
BS47-031	5
BS47-032	3
BS47-036	3
BS47-037	3
BS47-039	3
BS47-040	3
BS47-041	3
BS47-042	12
BS47-043	3
BS47-044	3
BS47-046	5
BS47-047	3
BS47-049	3
BS47-050	3
BS47-052	3
BS47-053	3
BS47-055	3
BS47-056	13
BS47-057	7
BS47-058	3
BS47-059	3
BS47-061	3
BS47-062	3
BS47-065	3
BS47-066	3
BS47-067	3
BS47-068	3
BS47-069	3
BS47-070	3
BS47-071	12
BS47-072	3
BS47-074	5
BS47-082	1
BS47-083	1
BS47-084	1
BS47-087	3
BS47-089	3
BS47-090	3
BS47-091	3
BS47-092	3
BS47-093	3
BS47-094	3
BS47-095	3
BS47-096	3
BS47-097	11
BS47-098	5
BS47-099	1
BS47-100	4
BS47-101	13
BS47-102	3
BS47-RV001	3
BS47-RV002	4
BS47-RV003	3
BS47-RV004	3
BS47-RV005	3
BS47-RV006	4
BS47-X01	3
BS47-X05	3
BS47-X07	5
BS47-X08	3
BS47-XX01	3
BS47-XX02	3
BS47-XX03	3
BS47-10thX01	8
BS47-10thX02	13
BS47-CP01	7
BS47-CP02	4
BS47-CP03	1
BS47-CP04	3
BS47-CP05	1
BS47-CP07	3
BS48-001	6
BS48-002	6
BS48-003	4
BS48-004	4
BS48-005	3
BS48-006	5
BS48-007	4
BS48-008	6
BS48-009	3
BS48-010	6
BS48-011	4
BS48-012	3
BS48-013	5
BS48-014	3
BS48-016	5
BS48-017	11
BS48-018	5
BS48-019	3
BS48-020	4
BS48-021	5
BS48-022	5
BS48-023	5
BS48-024	5
BS48-025	5
BS48-026	3
BS48-027	3
BS48-028	5
BS48-029	3
BS48-030	6
BS48-031	1
BS48-032	5
BS48-033	6
BS48-034	5
BS48-035	5
BS48-036	6
BS48-037	5
BS48-038	5
BS48-039	1
BS48-040	7
BS48-041	4
BS48-042	6
BS48-043	6
BS48-044	6
BS48-047	5
BS48-048	6
BS48-049	3
BS48-050	6
BS48-051	3
BS48-052	6
BS48-053	5
BS48-054	5
BS48-055	3
BS48-056	3
BS48-057	1
BS48-058	5
BS48-059	5
BS48-060	3
BS48-061	5
BS48-062	7
BS48-064	9
BS48-065	1
BS48-066	2
BS48-067	1
BS48-069	3
BS48-070	1
BS48-073	3
BS48-074	8
BS48-075	3
BS48-076	6
BS48-078	1
BS48-079	7
BS48-080	5
BS48-081	3
BS48-082	8
BS48-083	1
BS48-084	6
BS48-085	5
BS48-086	13
BS48-087	5
BS48-088	7
BS48-089	5
BS48-090	9
BS48-091	8
BS48-092	6
BS48-093	7
BS48-094	4
BS48-095	6
BS48-096	5
BS48-RV001	3
BS48-RV002	1
BS48-RV003	6
BS48-RV004	8
BS48-RV005	3
BS48-RV006	1
BS48-RV007	6
BS48-RV008	6
BS48-RV009	6
BS48-RV010	6
BS48-RV011	4
BS48-RV012	5
BS48-X01	3
BS48-X02	3
BS48-X04	3
BS48-X05	3
BS48-X06	1
BS48-X07	3
BS48-X08	3
BS48-X09	3
BS48-X10	3
BS48-XX01	3
BS48-XX02	3
BS48-10thX01	4
BS48-10thX02	3
BS48-10thX03	3
BS48-SP01	1
BS48-SP02	2
BS49-001	5
BS49-002	4
BS49-003	4
BS49-004	4
BS49-005	4
BS49-006	4
BS49-007	5
BS49-008	3
BS49-009	3
BS49-010	4
BS49-011	3
BS49-012	3
BS49-013	4
BS49-014	3
BS49-015	4
BS49-016	3
BS49-017	3
BS49-018	6
BS49-019	3
BS49-020	4
BS49-021	4
BS49-022	1
BS49-023	3
BS49-025	5
BS49-026	4
BS49-027	6
BS49-028	4
BS49-029	5
BS49-030	3
BS49-032	1
BS49-033	3
BS49-034	3
BS49-035	4
BS49-036	3
BS49-037	1
BS49-038	1
BS49-039	3
BS49-040	6
BS49-041	4
BS49-042	2
BS49-043	3
BS49-044	3
BS49-045	4
BS49-046	1
BS49-047	2
BS49-048	4
BS49-049	4
BS49-050	4
BS49-051	1
BS49-052	4
BS49-053	5
BS49-054	3
BS49-055	5
BS49-056	6
BS49-057	3
BS49-058	3
BS49-059	3
BS49-060	5
BS49-061	4
BS49-062	5
BS49-063	3
BS49-064	3
BS49-065	3
BS49-066	3
BS49-067	3
BS49-068	1
BS49-069	3
BS49-070	4
BS49-071	5
BS49-072	2
BS49-074	3
BS49-075	2
BS49-076	1
BS49-077	2
BS49-078	1
BS49-079	3
BS49-080	2
BS49-081	6
BS49-084	1
BS49-085	4
BS49-086	5
BS49-087	5
BS49-088	4
BS49-089	7
BS49-090	3
BS49-091	4
BS49-092	6
BS49-093	3
BS49-094	4
BS49-095	4
BS49-RV001	4
BS49-RV002	3
BS49-RV003	3
BS49-RV004	5
BS49-RV005	4
BS49-RV006	1
BS49-RV007	4
BS49-RV008	4
BS49-RV009	3
BS49-RV010	5
BS49-RV011	4
BS49-RV012	7
BS49-RV013	4
BS49-X01	3
BS49-X02	3
BS49-X05	3
BS49-X06	3
BS49-X07	4
BS49-X08	1
BS49-X09	1
BS49-X10	3
BS49-XX02	3
BS49-10thX01	3
BS49-10thX02	4
BS49-10thX03	3
BS49-CP01	3
BS49-CP02	1
BS49-CP03	3
BS49-CP04	3
BS50-001	5
BS50-002	7
BS50-003	7
BS50-004	3
BS50-005	6
BS50-006	3
BS50-007	4
BS50-008	3
BS50-009	5
BS50-010	7
BS50-011	4
BS50-012	4
BS50-013	3
BS50-014	9
BS50-015	1
BS50-016	7
BS50-017	5
BS50-018	6
BS50-020	4
BS50-021	3
BS50-022	5
BS50-023	5
BS50-024	2
BS50-025	4
BS50-026	4
BS50-027	2
BS50-028	6
BS50-029	6
BS50-030	5
BS50-031	1
BS50-032	6
BS50-033	1
BS50-034	1
BS50-035	3
BS50-036	5
BS50-037	6
BS50-038	6
BS50-039	10
BS50-040	6
BS50-041	6
BS50-042	5
BS50-043	1
BS50-044	2
BS50-045	2
BS50-046	2
BS50-047	8
BS50-048	3
BS50-049	5
BS50-050	6
BS50-051	1
BS50-052	7
BS50-053	6
BS50-054	2
BS50-055	1
BS50-056	5
BS50-057	5
BS50-058	6
BS50-059	1
BS50-060	4
BS50-061	5
BS50-062	6
BS50-063	4
BS50-064	7
BS50-065	4
BS50-066	4
BS50-067	6
BS50-068	3
BS50-069	6
BS50-070	4
BS50-071	3
BS50-072	3
BS50-073	3
BS50-074	4
BS50-075	5
BS50-076	5
BS50-077	4
BS50-078	5
BS50-079	5
BS50-080	3
BS50-081	7
BS50-082	8
BS50-083	4
BS50-084	5
BS50-085	7
BS50-086	7
BS50-087	6
BS50-088	4
BS50-089	3
BS50-090	5
BS50-091	5
BS50-092	4
BS50-093	4
BS50-094	5
BS50-RV001	4
BS50-RV002	3
BS50-RV003	5
BS50-RV004	5
BS50-RV005	6
BS50-RV006	5
BS50-RV007	3
BS50-RV008	3
BS50-RV009	6
BS50-RV010	6
BS50-RV011	5
BS50-RV012	6
BS50-RV013	1
BS50-RV014	3
BS50-X01	3
BS50-X02	1
BS50-X03	1
BS50-X05	2
BS50-X06	3
BS50-X07	3
BS50-X08	3
BS50-X09	2
BS50-X10	6
BS50-X11	1
BS50-X13	3
BS50-XX01	2
BS50-10thX01	5
BS50-10thX02	3
BS50-10thX03	3
BS50-CP01	3
BS51-001	10
BS51-002	18
BS51-003	7
BS51-004	8
BS51-005	4
BS51-006	7
BS51-007	6
BS51-008	3
BS51-009	9
BS51-010	2
BS51-011	6
BS51-012	7
BS51-013	3
BS51-014	3
BS51-015	5
BS51-016	7
BS51-017	8
BS51-018	9
BS51-019	8
BS51-020	5
BS51-021	1
BS51-022	8
BS51-023	6
BS51-024	6
BS51-025	8
BS51-026	6
BS51-028	3
BS51-029	1
BS51-030	6
BS51-031	6
BS51-032	8
BS51-033	9
BS51-034	8
BS51-035	7
BS51-036	5
BS51-037	9
BS51-038	8
BS51-039	5
BS51-041	8
BS51-042	1
BS51-044	2
BS51-046	6
BS51-047	17
BS51-048	6
BS51-049	9
BS51-050	8
BS51-051	7
BS51-052	8
BS51-053	8
BS51-054	8
BS51-055	3
BS51-056	2
BS51-057	6
BS51-058	3
BS51-060	3
BS51-061	1
BS51-062	7
BS51-063	7
BS51-064	7
BS51-066	7
BS51-067	9
BS51-068	10
BS51-069	7
BS51-070	8
BS51-071	8
BS51-072	8
BS51-073	6
BS51-074	3
BS51-075	3
BS51-076	3
BS51-077	6
BS51-078	1
BS51-079	1
BS51-080	9
BS51-081	7
BS51-082	6
BS51-083	4
BS51-084	8
BS51-085	7
BS51-086	7
BS51-087	13
BS51-088	13
BS51-089	11
BS51-090	16
BS51-091	7
BS51-092	6
BS51-093	6
BS51-RV001	1
BS51-RV002	1
BS51-RV003	1
BS51-RV004	7
BS51-RV005	3
BS51-RV006	3
BS51-RV007	2
BS51-RV008	3
BS51-RV009	3
BS51-RV010	10
BS51-RV011	9
BS51-RV012	7
BS51-RV013	7
BS51-RV014	12
BS51-RV015	8
BS51-X01	3
BS51-X03	1
BS51-X04	4
BS51-X05	1
BS51-X06	4
BS51-X07	3
BS51-X08	7
BS51-X10	1
BS51-XX01	1
BS51-10thX01	3
BS51-10thX02	4
BS51-10thX03	3
BS51-10thX04	5
BS51-CP01	3
BS51-CP02	3
BS51-CP03	3
BS51-CP04	5
BS51-CP05	1
BS51-CP06	3
BS52-001	7
BS52-002	1
BS52-003	11
BS52-004	7
BS52-005	3
BS52-006	9
BS52-007	2
BS52-008	1
BS52-009	3
BS52-010	10
BS52-011	8
BS52-012	8
BS52-013	9
BS52-014	11
BS52-016	4
BS52-017	1
BS52-018	4
BS52-019	9
BS52-020	8
BS52-021	8
BS52-022	8
BS52-023	2
BS52-024	3
BS52-026	2
BS52-027	3
BS52-028	7
BS52-029	10
BS52-030	10
BS52-031	8
BS52-032	1
BS52-033	3
BS52-034	2
BS52-035	1
BS52-036	6
BS52-037	1
